,Learner's transcript,Questions
1101,"Thinking for taking the time. It's difficult. What do you think?
",['what do you think?']
1102,Thank you for the feedback. What do you think is causing this disconnect?,['what do you think is causing this disconnect?']
1103,"Hi, Nina, thank you for reaching out. I really am glad that we have this conversation. First of all. Can you let me know what you think? What happened was the reason for discrepancy between your feedback and your charge hours off so we can work on these two years and solve this issue.",['can you let me know what you think?']
1104,I'm happy we're having this conversation Nina. I'm curious to understand your perspective on the situation. What do you think is causing the disconnect between your performance and the long hours that you're putting in?,"[""what do you think is causing the disconnect between your performance and the long hours that you're putting in?""]"
1105,"Hi, Nina. Yeah, I totally understand where you're coming from and to be quite honest. It's not that I'm not happy. It's just we need to get you to speed closer to the other members of the month and since your new just want to make sure that you understand all of the details around the engagement and you have what you need. So do you feel like you're prepared or you feel like you're supported by myself and other team members in order to take those next steps?","[""so do you feel like you're prepared or you feel like you're supported by myself and other team members in order to take those next steps?""]"
1106,"Nina so, where did you think you did better or worse? Can you help me understand where you can improve? Thank you.","['nina so, where did you think you did better or worse?', 'can you help me understand where you can improve?']"
1107,"So the feedback Nina, what do you think is causing this?","['so the feedback nina, what do you think is causing this?']"
1108,"Hey, Nina, thank you. I'm glad we're talking about this. Thank you for sharing this with me. I'd like to hear your more of your perspective. Is there anything that we can do to make this a little bit clearer with the expectations? Let's try to understand what the disconnect is between the hours you're working and your performance.",['is there anything that we can do to make this a little bit clearer with the expectations?']
1109,Thank you for this Nina. Can you I understand and thank you for working so hard. Can you tell me a little more about what how we can make the expectations a little bit clearer?,['can you tell me a little more about what how we can make the expectations a little bit clearer?']
1110,Nina we're so glad you joined the team and we're just trying to help you raise your level of performance to match our expectation. So I'm really glad you brought this to my attention off when you think about how you've been performing and what you thought were was expected of you. Can you explain to me where you see there might be a disconnect?,['can you explain to me where you see there might be a disconnect?']
1111,Can you tell me a little bit more about how you feel that you have been working so hard and not contributing?,['can you tell me a little bit more about how you feel that you have been working so hard and not contributing?']
1112,Thank you for sharing that with me. I understand you're new to the firm and I remember what it was like when I was new and every thing is a challenge to figure out how long should be done in each client has different expectations. What do you think is preventing you from succeeding? What what are the types of things that you think you might want help?,"['what do you think is preventing you from succeeding?', 'what what are the types of things that you think you might want help?']"
1113,"Yes, Nina. So what are some of the things that you think you could do better to improve on your performance more specifically with the client long. Do you think there's certain things that you could? Change from your past performance in order to make it better or even on your performance for from a quality perspective. Are there any things you would change?","[""do you think there's certain things that you could?"", 'are there any things you would change?']"
1114,"Thanks for sharing your thoughts with me Nina. What do you think might be behind some of this? It's obviously not due to a lack of effort. So, where do you think the differences lie?","['what do you think might be behind some of this?', 'so, where do you think the differences lie?']"
1115,"No, you've been putting in a lot of time. But what do we think we can do to get us all on the same page?",['but what do we think we can do to get us all on the same page?']
1116,What makes you think that your underperforming? How can we fix this?,"['what makes you think that your underperforming?', 'how can we fix this?']"
1117,Can you tell me about the disconnect?,['can you tell me about the disconnect?']
1118,16 can you tell me about the disconnect?,['16 can you tell me about the disconnect?']
1119,So why do you think that you're performing under your expectations?,"[""so why do you think that you're performing under your expectations?""]"
1120,Let's talk more about what the situation is. and what's worked and not worked so well. Tell me more about How you approach the situation? And what specifics? You've gleaned about what's worked and what hasn't worked.,"['tell me more about how you approach the situation?', 'and what specifics?']"
1121,Thank you know what do you think is causing the disconnect?,['thank you know what do you think is causing the disconnect?']
1122,Thanks for sharing. Nina. Tell me what do you think is going wrong?,['tell me what do you think is going wrong?']
1123,"Hi, Nina, thanks for taking the time to meet with me, you know at the end of the day. It is your responsibility and does a senior you need to own that. What can we do to help resolve the issue the lack of understanding of the technical issues?",['what can we do to help resolve the issue the lack of understanding of the technical issues?']
1124,I don't know. What do you think?,['what do you think?']
1125,Sixteen now. I don't know enough about the situation. What do you think? I’m curious,['what do you think?']
1126,"I don't know enough you need to new performance.
I’m curious. What do you think?",['what do you think?']
1127,"Hi, Nina, let's talk more about how things are going. What's been going? Well, and what hasn't been going. So well. I know you've been working very hard on this engagement putting in a lot of hours. For starters. Give me an assessment of how you think things have been going and where they've been falling short and let's see if we can work together to try to rectify the situation.","[""what's been going?""]"
1128,"Well, Nina, let's talk a little bit about what has been going on what you've been doing. What's been going. Well what hasn't been going so well and determine whether we can take things from here for starters. How would you describe the situation and how things are going specifically?",['how would you describe the situation and how things are going specifically?']
1129,"Hi, Nina. Thanks so much for being so open to the feedback. It's really helpful. Can you tell me a little bit about how you structured your work home and a little bit about? What some of the barriers are I would love to hear your perspective of how I can support you more so that you feel that you're getting more timely feedback that can really help to improve performance. Also, what questions do you have for me? And how can I best support you?","['can you tell me a little bit about how you structured your work home and a little bit about?', 'also, what questions do you have for me?', 'and how can i best support you?']"
1130,"Hi, Nina, and thanks so much for being so receptive to the feedback. That is really helpful. Can you tell me a little bit more about where you've been spending most of your energy and maybe how you organize your work?","[""can you tell me a little bit more about where you've been spending most of your energy and maybe how you organize your work?""]"
1131,Nina what do you think is going on? I'm curious to hear what you think is causing the disconnect between what you think is going on and the results you're seeing.,['nina what do you think is going on?']
1132,"Well, Nina, what do you think is really going on here?","['well, nina, what do you think is really going on here?']"
1133,Thanks for the feedback. Nina. Tell me what do you think's Happening Here?,"[""tell me what do you think's happening here?""]"
1134,Thank you for the update Nina. Please. Tell me where exactly you need help with. What are some of your concerns. I'd like to be able to help you and address some of the issues that you've encountered with your heavy workload. So can we start by going through all the issues? And so that way we can work on a plan together to give you some additional support?,"['so can we start by going through all the issues?', 'and so that way we can work on a plan together to give you some additional support?']"
1135,Thank you for the update Nina. Please. Tell me where exactly you need help with. What are some of your concerns. I'd like to be able to help you and address some of the issues that you've encountered with your heavy workload off. So can we start by going through all the issues? And so that way we can work on a plan together to give you some additional support?,"['so can we start by going through all the issues?', 'and so that way we can work on a plan together to give you some additional support?']"
1136,"Hi, Nina, may I suggest some time spending with myself? I can help you go through some of the issues that we've uncovered. I understand working at a new firm is overwhelming. But let's see if we can help in any way to correct where we need to go.","['hi, nina, may i suggest some time spending with myself?']"
1137,"Hi, Nina, may I suggest some time spending with myself? I can help you go through some of the issues that we've uncovered. I understand wage working at a new firm is overwhelming. But let's see if we can help in any way to correct where we need to go.","['hi, nina, may i suggest some time spending with myself?']"
1138,Why do you think that were not happy?,['why do you think that were not happy?']
1139,Interesting. What makes you think that we're not healthy?,"[""what makes you think that we're not healthy?""]"
1140,Thanks for meeting with me Anita. I'm curious to see what your thoughts are. Why do you think that the client feels this way?,['why do you think that the client feels this way?']
1141,For sharing this with me Nina. What do you think is going wrong?,['what do you think is going wrong?']
1142,Also if you pass something. And then go back and do it again and fail. Is that fine since you already passed it?,['is that fine since you already passed it?']
1143,You suck and don’t deserve promotion. Why do you think you earned this?,['why do you think you earned this?']
1144,"Thank you, Nina. What do you think is the issue here?",['what do you think is the issue here?']
1145,Do you know that you're very bad at your job?,"[""do you know that you're very bad at your job?""]"
1146,Things was a finback what is causing the disconnect?,['things was a finback what is causing the disconnect?']
1147,Thank you for sharing your thoughts on the engagement so far Nina. So do you think you're ready for your promotion? Could you tell me more about why you feel ready to take on the manager role? I’m curious to hear your perspective on what’s happening,"[""so do you think you're ready for your promotion?"", 'could you tell me more about why you feel ready to take on the manager role?']"
1148,Thank you for sharing your thoughts on the engagement so far Rose. So do you think you're ready for your promotion? Could you tell me more about why you feel ready to take on the manager role?,"[""so do you think you're ready for your promotion?"", 'could you tell me more about why you feel ready to take on the manager role?']"
1149,Glad we're having this conversation Nina. I'm curious to hear your perspective on What's Happening. What do you think is causing the disconnect between your feedback and the art you are working?,['what do you think is causing the disconnect between your feedback and the art you are working?']
1150,The red violets are blue. I'm really tired. How are you?,['how are you?']
1151,Do you think you're doing?,"[""do you think you're doing?""]"
1152,What on Earth do you think you're doing?,"[""what on earth do you think you're doing?""]"
1153,What on Earth do you think you're doing?,"[""what on earth do you think you're doing?""]"
1154,Roses are red. Violets are blue. I'm really happy. How are you?,['how are you?']
1155,What do you think?,['what do you think?']
1156,"I’m glad we are having this conversation Steve. I am curious to hear your perspective on what’s happening, what do you think is causing the disconnect between your feedback and the hours you are working?","['i am curious to hear your perspective on what’s happening, what do you think is causing the disconnect between your feedback and the hours you are working?']"
1157,I’m glad we are having this conversation Steve. what do you think is happening?,['what do you think is happening?']
1158,"Thanks for the update, what is the issue?","['thanks for the update, what is the issue?']"
1159,"So I think the key thing here is that in the future, you know, you really need to take ownership for your work you need to identify in advance of the deadline. When you need support at this point that you needed. We can't wait until you know, the end of the project to identify that we needed more resources or we needed training. I need you to be proactive in managing your own work in a managing your skill set and identifying when there is, you know, a weakness there that you need assistance with so moving forward. What do you think you can do different to avoid this type of situation?",['what do you think you can do different to avoid this type of situation?']
1160,"I appreciate your honesty and your assessment of what you know was your obstacles. My question for you is what do you think? You could have been done differently, you know, it seemed like you researched it but that didn't work as effectively as we needed it to in order to deliver for the client. So next time around what you know, what can you do differently on your side? What resources do you need? What type of training or what type of systems can we help you with? I think that you know waiting until last minute to reach out is a is not as effective and we need to find something going to get you up to speed quicker or get you additional support when you need it immediately rather than looking at it further down the line and realizing that we needed to make a change that point. So on your side or some ideas you have so we can better manage this in the future.","['my question for you is what do you think?', 'so next time around what you know, what can you do differently on your side?', 'what resources do you need?', 'what type of training or what type of systems can we help you with?']"
1161,"You should be aware that you need your own your performance. You absolutely need to be communicating and be proactive especially when you are not able to complete the work by the deadline that has been agreed upon which the client so, what do you think you should have been doing you could have been doing for this to to prevent this happening again for this performance issue?","['you absolutely need to be communicating and be proactive especially when you are not able to complete the work by the deadline that has been agreed upon which the client so, what do you think you should have been doing you could have been doing for this to to prevent this happening again for this performance issue?']"
1162,"Andy why you need to own your performance Cena when you are not able to deliver on agreed-upon timelines, you should communicate this up proactively and openly to your team. What do you think you could have done differently off in order to prevent this from happening?",['what do you think you could have done differently off in order to prevent this from happening?']
1163,"Into the verbal Nina, you need to own your performance. If you are not able to meet agreed-upon timelines. Be sure to make it a point to communicate this proactively and openly to your team. How could you have prevented this from happening?",['how could you have prevented this from happening?']
1164,"See why we own our performance Nina when we are not able to meet agreed-upon timelines. We communicate proactively and openly how do you think you could have done this differently to avoid missing the deadline, Nina?","['we communicate proactively and openly how do you think you could have done this differently to avoid missing the deadline, nina?']"
1165,"see why you need to own your Performance Nina, what do you think when we are not able to meet our deadlines we proactively communicate with higher up. What do you think you could have done differently?",['what do you think you could have done differently?']
1166,"You know at ey we typically on our performance, what do you think would be the cause of missing the deadline and where you stand with your deliverables?","['you know at ey we typically on our performance, what do you think would be the cause of missing the deadline and where you stand with your deliverables?']"
1167,Nina I truly applaud your enthusiasm for wanting to do a good job and be thorough in the technical research. The problem is missing deadlines is just not allowed out Eddie why you have to be proactive in your approach to your Communications letting people know when you're having trouble asking for help asking for additional information on where to find more resources. It's critical to the team's success that you speak up proactively before the deadline gets missed now. What do you think you could do differently going forward to prevent this from happening again?,['what do you think you could do differently going forward to prevent this from happening again?']
1168,"You know, what? Do you think you could do differently going forward? It's critical that we meet our deadlines and it's an expectation of your job that you communicate when you're not going to meet the deadline so long, how could you be more proactive both in your Communications? And in your adherence to the deadline? What do you think you could do differently?","['you know, what?', 'do you think you could do differently going forward?', ""it's critical that we meet our deadlines and it's an expectation of your job that you communicate when you're not going to meet the deadline so long, how could you be more proactive both in your communications?"", 'what do you think you could do differently?']"
1169,"Nina I need to provide some firm feedback here it's expected that deadlines will be met and it's expected that if you're having a problem meeting the deadlines you will bring it forward to seeing before the deadline passes. I appreciate the fact that you were proactive in doing the technical research. I need you to be equally proactive in bringing it up when you're going to have a challenge meeting the deadline now, what do you think you might have done differently and what can you do differently going forward to be more proactive in this area?","[""i need you to be equally proactive in bringing it up when you're going to have a challenge meeting the deadline now, what do you think you might have done differently and what can you do differently going forward to be more proactive in this area?""]"
1170,Nina you're proactive approach to thinking this through and doing the technical resource research is good. What we need is to get a balance between the amount of time that your profile actively researching and the time to turn the results in. What do you think you might be able to do differently going forward?,['what do you think you might be able to do differently going forward?']
1171,"Hi, Nina, you're working a lot of hours, but it's not materializing into the work product. You know, you say you need to do more research. But are you researching the right things? It may be better if you start to instead of researching on your own you engage with someone who knows the work a little bit better than you off and start to formulate questions that you have around what you're researching. So those questions can be validated before you continue doing more research because maybe the the search that you're doing isn't helpful and you're not doing the right types of research. What?","['but are you researching the right things?', 'what?']"
1172,"Thanks, Tina. I appreciate your answer a t y you need to own your performance. It's also critically important that you are proactive and able to tell your team when you're falling behind and not able to meet deadlines. What do you think you should have done to prevent this from happening in the first place?",['what do you think you should have done to prevent this from happening in the first place?']
1173,I appreciate your response Nina and see why you need to own your own performance and understand that it's critical that we we deliver projects on time. If you can't you need to tell your teammates took away that you're going to be delayed and you need to tell them what you need. I'm curious. What do you think you can do differently the next time this happens?,['what do you think you can do differently the next time this happens?']
1174,Thank you for your answer in Neenah. See why you need to own your performance and be proactive and communicate when you're not when you're not able to deliver on time. What do you think you could have done differently so that you were able to deliver on time or ask for help early on?,['what do you think you could have done differently so that you were able to deliver on time or ask for help early on?']
1175,"Thank you, Nina. I appreciate how honest and open you were I do find it important that you recognize when you are falling behind and ask the team for additional Assistance or time so that you can educate yourself off on the right tools and techniques in order to fulfill a requirement. I don't think that you should spend time thinking about what you need to do. I think it's time that you start doing. What do you think you need to do?",['what do you think you need to do?']
1176,Nina and see why it's important to understand that we each have to be proactive when it comes to our learning and coming to managing our work deadlines. So that is something that we're going to need to make sure that we're aware of and that we worked hard in the future. What are some things that you think you can do how would you handle this differently if you could do it over again and what will you do to change this in the future in terms of taking charge of making sure you're getting the understanding that you need and making sure that you're meeting those deadlines?,"[""what are some things that you think you can do how would you handle this differently if you could do it over again and what will you do to change this in the future in terms of taking charge of making sure you're getting the understanding that you need and making sure that you're meeting those deadlines?""]"
1177,Nina and see why you need to be proactive and manage your workload and making sure you're managing deadlines. That's something that you need to own and take control of going forward. So what are some things that you would have done differently in this situation to change the outcome and make sure that you met the deadline and what are your thoughts on what you can do differently going forward? What will you do differently going forward to make sure that doesn't happen again?,"['so what are some things that you would have done differently in this situation to change the outcome and make sure that you met the deadline and what are your thoughts on what you can do differently going forward?', ""what will you do differently going forward to make sure that doesn't happen again?""]"
1178,"Nina and e y being proactive as key and managing our own performance as well as managing deadlines, this is something that you need to own going forward. So I'd like to ask you what would you do differently or what do you think you could have done differently in this situation in order to meet the deadlines and what are some things that you are planning to do to make sure that this doesn't happen again?","[""so i'd like to ask you what would you do differently or what do you think you could have done differently in this situation in order to meet the deadlines and what are some things that you are planning to do to make sure that this doesn't happen again?""]"
1179,Nina and see why being proactive is key you are responsible for your performance and managing the project as well as meeting deadlines and expectations. What are some things that you could think of what do you think that you maybe could do to make sure this doesn't happen again or what should you have done in this situation?,"[""what are some things that you could think of what do you think that you maybe could do to make sure this doesn't happen again or what should you have done in this situation?""]"
1180,I really appreciate you sharing that with me Nina and I can understand that that really is frustrating when you feel like you don't have a handle on the the technical aspects of your work long. Have you thought about maybe looking for some technical expertise or training? You guys got a lot of resources and maybe that's something that we can talk through to get you set up with the proper resources.,['have you thought about maybe looking for some technical expertise or training?']
1181,"See why it's really important that we own our own performance. And in this case, I really think the problem is that we have you should have been more proactive in letting your team know that you were having challenges making the deadline. What do you think that you could have done to prevent this from happening?",['what do you think that you could have done to prevent this from happening?']
1182,"Nina I'm glad to hear your introspection around the need for better understanding of the technology and I would agree I think that that definitely played a part in this month. However, I do think you also could have done a better job of being more proactive and sharing with your team the fact that you were having these challenges. What do you think you could have done better wage prevent things from happening?",['what do you think you could have done better wage prevent things from happening?']
1183,Mima you really should own your own performance when you're facing these kind of things and what that means is in this situation being far more proactive and letting your team know about the fact that you were going to miss that lines. What do you think you could do could have done to prevent this from happening in the past? And what do you think you could get you better in the future to prevent it from happening again?,"['what do you think you could do could have done to prevent this from happening in the past?', 'and what do you think you could get you better in the future to prevent it from happening again?']"
1184,"Nina, here at EY it is very important that you own your own performance, furthermore this really includes being highly proactive in our letting our team and clients know in advance when we're going to miss agreed-upon deadlines. I'm curious about what you think you could have done to prevent this from happening?
","[""i'm curious about what you think you could have done to prevent this from happening?""]"
1185,Nina Harrity why you really need to own your own performance furthermore that really includes being very proactive in our Communications with team and clients around when we're going to miss agreed-upon deadlines. I'm curious and what do you think you could have done to prevent this from happening?,"[""i'm curious and what do you think you could have done to prevent this from happening?""]"
1186,Nina any wine you really need to own your own performance furthermore. It's really important that you be very proactive when things come up that are going to make you not hit your devlon. I think you probably could have done a little bit more and sharing the problems you were having with your team to give them an opportunity to offer you out. But what do you think you could have done to prevent this from happening?,['but what do you think you could have done to prevent this from happening?']
1187,Nina a t y we really need to own our performance and make sure that we're very proactive when things arise that may prevent us from making our deadline wage. What do you think you could have done to prevent this from happening?,['what do you think you could have done to prevent this from happening?']
1188,Nina a t y we really have to own our performance and make sure we're being proactive in communicating delays and issues that make make us miss our deadlines wage. What do you think you could have done to prevent this from happening?,['what do you think you could have done to prevent this from happening?']
1189,A d y Nina you really need on your performance and be very proactive when you're not able to meet agreed-upon timelines. What do you think? You should have done to make sure that didn't happen.,['what do you think?']
1190,Nina d y you really need to own your performance and be very proactive when you can't meet your agreed-upon timelines. What do you think you could have done to maybe be prevented this in the future?,['what do you think you could have done to maybe be prevented this in the future?']
1191,"Me I think you found a very good point about knowing the technology maybe being one of your stumbling blocks, but given that the deadline was missed. I think it might also have something there might also be in need to be a little more proactive and communicating issues and and problems with your team to make sure that they can step up and help support you in what ways do you think you might have been able to do this? And what do you think we can do around that moving ahead?","['i think it might also have something there might also be in need to be a little more proactive and communicating issues and and problems with your team to make sure that they can step up and help support you in what ways do you think you might have been able to do this?', 'and what do you think we can do around that moving ahead?']"
1192,"Well, thank you. I think that's a that's a great Point around meeting to make sure you understand the technology. What other steps do you think you might have taken in order to prevent missing the deadline?",['what other steps do you think you might have taken in order to prevent missing the deadline?']
1193,"Hindi now, this is what we have to do. We have to be really proactive about this. We cannot afford to do the same mistake again. I strongly recommend that we look at the project documentation in SharePoint to get a good understanding of the technical challenges. I need you to be proactive set up follow-up meetings with me so we can measure where you are and make sure we do not repeat this message again. Mean, I'm also curious to know if you have ideas on what we could do different to tackle this better. Also, I need you to think for yourself on how we could handle this. Nice friendly. How can I need you to think and make sure we have ways on how this could not happen again?",['how can i need you to think and make sure we have ways on how this could not happen again?']
1194,"Nina here's what I would propose strongly recommend that you go to the project documentation refer to some of the documentation to get over those technical challenges. I needed to be really proactive here Nina and I need you to set up some follow-up meetings so that we can measure the progress on have you are working on it. Do you have other thoughts on how we could do this better? I'm curious to know from you. I want you to think for yourself. Also, have you thought about what else we could do to make sure we do not make this mistake again and like at all. I needed to be really proactive to make sure we do not have this issue again.",['do you have other thoughts on how we could do this better?']
1195,Thanks Tina for explaining that I strongly recommend that you refer to the project documentation. So you get a better idea of the technical aspect. I need you to be proactive. I need you to set up follow-up sessions with me. So don't we do not do the same mistake again? I really need you to think on perspective that song that helped us not do the same mistake again. I also need you to think on other ways that could help you out come this challenges. Like I told them we need you to think from your perspective also to make sure we do not end up doing the same mistake. You really have to be proactive your Nina. I look forward to talking to you as part of the follow-up.,"[""so don't we do not do the same mistake again?""]"
1196,"Tiffany listen you have to really look at the project documentation to make sure you understand the technical aspects. Let's make sure you're proactive about it. Let's just follow-up session where we can talk about where you are and determine the next steps, right? But like I told I need you to be proactive about the next steps and make sure we do not repeat the same mistakes at the same time. I would also like to hear from you on what else we could do differently to work on this Challenge and what are your thoughts on doing things off? That way we can make sure we do not repeat the same mistake.","[""let's just follow-up session where we can talk about where you are and determine the next steps, right?"", 'i would also like to hear from you on what else we could do differently to work on this challenge and what are your thoughts on doing things off?']"
1197,"Listen in this is what we need to do. I strongly recommend that you go through the project documentation. So you get a better understanding of the technical aspect. I need you to be proactive about let's set up some follow-up time so that we can go through the next steps and see where you are. I need you to be proactive and make sure we do not repeat the same mistake again wage, but I would also like to hear from you on what else we could do right Nina tell me. I mean, what else do you think we could do differently? What else can we do to make sure we do not repeat the same mistake.","['i mean, what else do you think we could do differently?']"
1198,"You know, listen, this is what you need to do. I strongly recommend that you go through the documentation that we have in the projector purposely trying to get a good understanding of the technical aspect and take it off. Please set up follow-up meetings with me so that we can go through them and how things are going on and look at the next steps. I want to make sure we do everything to make sure we do not be the same mistake again. That's my opinion. But I would like to hear from you on how you would do things differently. What are the things could help you with? What else can we do to make sure we do not repeat the same mistake again?","['what are the things could help you with?', 'what else can we do to make sure we do not repeat the same mistake again?']"
1199,"Thanks, Nina for explaining that let's make sure we do not make the same mistake again. I would suggest that you look at the dog and that we have in the project to proceed to to make sure you have a very good understanding of the technical aspects. I want you to understand what the purpose let's also think about how to make sure we do not repeat the same mistake. That's my perspective. But I would like to hear from you on how long how you would like to make sure that we do not repeat the same mistake. What are your thoughts on how we could do things differently?",['what are your thoughts on how we could do things differently?']
1200,"Thanks Nina for explaining what your challenges are. Let's talk about what we can do to make sure we do not repeat this mistake, and I really want you to be proactive about it and make sure we do not repeat the same thing again. Um, I would strongly recommend that you would refer to project depository for some of the documents that we can look at. That should definitely help you. I can also connect you with some of the experts in the team who can spend some time with you to walk over. But I really need you to understand that we cannot repeat this mistake again, and I need you to be proactive about it, right? Those are my thoughts ideas, but I also want to hear from you on things that we could do better. I also want to hear from you on how to be proactive and make sure we do not repeat this mistake again.","['but i really need you to understand that we cannot repeat this mistake again, and i need you to be proactive about it, right?']"
1201,"Nina thanks for elaborating your challenges. I strongly recommend that you refer to the documentation that we have within the project SharePoint, which can help you overcome these challenges. I can also bring up you connect with some of the experts in our team who can spend some time with you to go over this concept, but I really need you to be proactive in terms of this learning to overcome this challenge. Let's also make sure that we do not run into the same situation again, we shouldn't be repeating the same mistakes again. I would also like to hear from you on what you think would be the best solution. What would you do differently to overcome some of these technical challenges and like I told him here along the way to help you with this?",['what would you do differently to overcome some of these technical challenges and like i told him here along the way to help you with this?']
1202,Nina thanks for the elaboration. I strongly recommend that you refer to the documentation that we have in SharePoint around this technical Concepts that will definitely be helping navigate through most of this challenges right? I can also help you connect with some of the experts in our team who can spend some time with you explaining this technical things off which I'm sure can help you overcome these challenges. I strongly recommend that you be proactive on this friend work on these things. Let's have some follow-up sessions to see whether you are but if you have other thoughts on what could help you I would be happy to know that as well.,['i strongly recommend that you refer to the documentation that we have in sharepoint around this technical concepts that will definitely be helping navigate through most of this challenges right?']
1203,"You have to learn the technology. That's something that you must do in order for us to be successful. I also would encourage you to be more proactive when sharing this type of feedback with us with regards to bring your difficulty grasping. The Technology's going forward. I would also like you to reflect on what you think you could have done differently in order to avoid this situation on a go-forward basis lastly. You know, what do you think or what actions can be taken in order for there in order for us to avoid the situation in the future essentially what might you do differently on a go-forward?","['you know, what do you think or what actions can be taken in order for there in order for us to avoid the situation in the future essentially what might you do differently on a go-forward?']"
1204,We need you to learn the technology. That's something that is non-negotiable in order for you to be successful. I also would encourage you to go ahead and be more proactive in those Communications with the team. Finally. I'd like to hear from you. What are some things that you could do in order to prevent this situation from occurring again?,['what are some things that you could do in order to prevent this situation from occurring again?']
1205,You have to learn the technology. That's something that we need in order to be successful as a team. I would also encourage you to be more proactive when it comes to sharing these struggles with the team. Lastly. I'm curious to hear from you. What is something that you would do to be more proactive or to ensure that this does not happen again in the future or the are their behaviors or actions that you would change?,['what is something that you would do to be more proactive or to ensure that this does not happen again in the future or the are their behaviors or actions that you would change?']
1206,"You have to learn the technology. This is something we're going to utilize regularly. Also, I need you to be more proactive when it comes to communicating issues with the team. Lastly. I'd like to hear from you. Do you have some suggestions as to what you could be doing proactively in order to ensure that this does not happen again in the future?",['do you have some suggestions as to what you could be doing proactively in order to ensure that this does not happen again in the future?']
1207,You have to be better with the technology. That is something that we need in order to be a successful team. That being said. I do think it's important for you to be more productive when it comes to communicating issues that you're experiencing. Do you have any suggestions or ideas for how you could handle the situation differently on a go-forward basis?,['do you have any suggestions or ideas for how you could handle the situation differently on a go-forward basis?']
1208,You have to be up to speed with the technology that is something that we need to to get up to speed with because it's a technology we're going to be using frequently I would agree you could have been more proactive when it comes to learning the technology are communicating to us that you were not picking up on that going forward. Do you have suggestions or some ideas as to how you could handle the situation differently in the future song?,['do you have suggestions or some ideas as to how you could handle the situation differently in the future song?']
1209,How do you I you have to warn your performance in a you have to be more proactive and let the leadership know then you are not meeting their expectations and let them and let them know why the reason behind that. What do you think you should have done differently to avoid this situation in the future?,['what do you think you should have done differently to avoid this situation in the future?']
1210,"I understand that it's a challenging project. But you did perform below what we thought you should you know, the work wasn't up to par off and the feedback you did receive is that it wasn't up to expectations. I know you've been working hard, but let's think about what else we can do to help you be successful. Can you think of different ways you might be able to work? It may not be having to work harder, but maybe there are different approaches. You can take to help be successful.",['can you think of different ways you might be able to work?']
1211,"Yeah, you need to understand that delivering not delivering work on time is not acceptable and it's like the negative feedback. What do you think you can do differently next time? Think for yourself come come up with ideas because you have to be proactive right and you have to manage the team and you have to manage expectations.",['what do you think you can do differently next time?']
1212,Thinking enough for sharing the details do keep in mind delivering work. Late is not acceptable. Please make sure that you're proactive that you talk to your team about issues that may occur and Do you maybe have any ideas on how you can make sure that that does not happen again going forward?,"[""please make sure that you're proactive that you talk to your team about issues that may occur and do you maybe have any ideas on how you can make sure that that does not happen again going forward?""]"
1213,What do you think you could do in the future to prevent this from occurring again? I'd encourage you to be proactive outside of the home ideas that you might have talking to your team before it becomes an issue with is always a good idea.,['what do you think you could do in the future to prevent this from occurring again?']
1214,"You know, I'd encourage you to be proactive in the future and discuss these issues with your team before they become a particular issues. What do you think you could do Thursday in the future to address this before it becomes an issue that results in feedback like this or missing deadlines or anything similar?",['what do you think you could do thursday in the future to address this before it becomes an issue that results in feedback like this or missing deadlines or anything similar?']
1215,E y Nina you need to be able to own your work and be proactive in communicating when you won't be able to meet a deadline. What do you think you should have done differently to prevent this from happening?,['what do you think you should have done differently to prevent this from happening?']
