,Learner's transcript,Sentimental Label,Label By Word,Words
2492,I appreciate that. Is there anything going on with you that you think might be impacting on the performance?,Neutral,Neutral,
2493,Hindi nahi thanks for making time and talking about the specific situation today. What is going on in your work life situation today? Let's talk about it in general. Let's forget about the situation for a moment. What is going on? What test changed from last cycle to now?,Neutral,Positive,{'now'}
2494,"Nina I'm glad we're talking I am curious about your perspective. Can you let me know your thoughts on the matter? Also, can you maybe elaborate what's causing the disconnect between the feedback you're receiving and their hours you working? I'm here to help.",Neutral,Neutral,
2495,"You know, I'm glad we're talking and can you maybe let me know. I'm curious your thoughts on your perspective what's causing the issue disconnect between feedback and hours you're working. I really want to get to the bottom of this.",Neutral,Neutral,
2496,Can you maybe let me know what is? Proving to be most difficult for you. Maybe you don't understand something or maybe my instructions are not clear. Let's get into to the bottom of this.,Neutral,Negative,{'not'}
2497,Where do you think the disconnect is? Is there something that you need help understanding?,Neutral,Neutral,
2498,I'm happy we're having this conversation. I would like to know more about what is your perspective? Why do you think there's a disconnect between how hard you're working how many hours you're putting and kind of feedback to be getting. What do you think about that?,Neutral,Negative,{'hard'}
2499,"I am glad we are having this conversation. I want to hear your perspective on where the disconnect is between the hours you are putting in and the feedback you are getting.
",Neutral,Neutral,
2500,I think it's important to understand. What is the expectation in terms of what the client expects and what do we expect?,Neutral,Neutral,
2501,"So I understand, you know, why do you think that we're unhappy with the work-product? I understand you're working a lot of hours, but I'm not sure what's occupying your time during during those hours. And you know, what do you think about the review notes that you've been receiving wage? And how can you you know based upon those review notes. How do you think that you could learn from the review notes? So these issues don't reoccur.",Neutral,Negative,"{'not', 'unhappy'}"
2502,"Tuning up first from you know, my my end would like to understand is what area of your work. Do you feel is you know, your strengths and then what area is there anything that on your side you think that you need to work on improving? You know, I think from our end we're seeing under performance and we're comparing you to your peers. So, you know, what do you see on your side. Is there do you feel the same? Is there a different perspective and then you know, what? What do you think could be the root cause of the difference in level that we're seeing do you need more training on your side? Are you comfortable with the content that you're servicing? I guess if we could start there.",Neutral,Positive,{'up'}
2503,"You know, I totally understand your question, but let's try to you know, let's let me try to get your perspective on this and I'm curious to see like how do you say you plan your day? I'm curious to to hear from you. How do you balance your you know personal life and the business life and I'm also curious to see how how do you really communicate with the team members? And do you really get there? You know the right expectations from the team members interesting me as a team leader. So I completely understand you but I I also wanted to raise a point that I see some disconnect between the working hours you put into the work and the results the so we should maybe think through that as well.",Neutral,Positive,"{'right', 'well'}"
2504,"Yeah, I hear you totally. So I mean let's let's I want to clarify what what defines the hyper former senior at ey, right. So I wanted to also understand how do you see your kind of working style your prior authorization and all those kind of work-related stuff at ey and how how you are planning your, you know, Daily Business schedule. So if you could give me some elaboration around us, then that would be more helpful for us because you know under performance is is something you know important, but I wanted to understand different elements behind that.",Neutral,Negative,{'mean'}
2505,"Definitely have noticed how hard you've been working and and we appreciate that a lot the good work ethic but I would be very curious to get your perspective on on where you think kind of the disconnect is between between the work that you're doing the overall satisfaction that you perceived a tire the client to have. I mean, do you have specific?",Neutral,Negative,"{'mean', 'hard'}"
2506,We definitely notice how hard you've been working and that much we we really appreciate the good work ethic to peel back a little bit here. What are you I guess what? Do you what instances have you perceived me and and or the client to be unhappy and and off? Where are you finding yourself with the most confusion on what what direction to take the work and kind of what the expectation is for the deliverable?,Neutral,Negative,"{'hard', 'unhappy'}"
2507,"Thank you, Nina. I understand that it's difficult when you're working a lot of hours, but you're still not delivering at the Quality that you expect of yourself off. What is your perspective? What do you think isn't working? Are you not able to understand the work? Do you need help with tools or what? Do you think the disconnect is with your boss? performance",Neutral,Negative,{'not'}
2508,"I understand Nina, it's frustrating when you're working really hard and you're not producing the way you would like to I was trying to understand. Is there something that you don't understand about the work or do you need help with PowerPoint or the tools or understanding? You know the actual World we're doing or the client. Is there something I could help you with? That might help you get up to speed faster.",Neutral,Negative,"{'hard', 'not'}"
2509,So what makes you feel that you're not doing well and what do you think you can do better? You just mentioned you're working long hours. So while that is very respectful and appreciated. Is there a way to work smarter and not longer before. So what makes you feel that you're not doing well and what do you think you can do better? Not to mention you're working long hours. So while that is very respectful and appreciated instead a way to work smarter and not longer Maharaja.,Neutral,Negative,{'not'}
2510,I appreciate the professionalism you working long hours. What do you think could have been done what other different questions that you're being asked that you've feel that you haven't been doing a good work.,Neutral,Positive,{'good'}
2511,So let's take a step back. How has your experience been joining the farm getting up to speed with the requirements. They feel life that are different aspects. You still need to be further trained on or you're still fuzzy on certain questions of how we do things here.,Neutral,Positive,"{'up', 'certain'}"
2512,"Well, Nina, thanks for taking the feedback. I know you've been working really hard, but there does seem to be a disconnect between the hours of working and the quality of the work you're doing. Can you tell me more about what you've been working on?",Neutral,Negative,{'hard'}
2513,"Well, thanks for taking the feedback. I wonder if you have any thoughts as to why we aren't happy or some some some things that you you've observed about yourself and your performance that could help us.",Neutral,Positive,"{'happy', 'well'}"
2514,Nina I'm just curious to know what you think is going on and maybe what some of the issues are. We definitely understand that you're working really hard and want to know where you think the disconnect maybe between your effort and your results. What's your perspective on the situation? And what do you think that we can do differently?,Neutral,Negative,{'hard'}
2515,Nina we've definitely seen all of your hard work over the transition to the firm here and we can definitely appreciate that. It's always a difficult time. Is there anything else that's going on that may be impacting your work performance.,Neutral,Negative,{'hard'}
2516,"Nina yeah, we definitely appreciate all the hard work that you've been putting in and we know transitioning to a new company can be difficult. You mentioned that the climate change and US aren't happy. Sometimes do you have any idea of of why or if there's any specific actions that are leading to that?",Neutral,Negative,{'hard'}
2517,"Thank you for sharing that Nina. I think that is the first step. Let's talk about what is your perspective? I understand that you have been working really hard on this engagement, but there seems to be a disconnect between the number of hours that you have been working and the output and the perception of of the quality of the work from the client. So I'd like to understand what you're take on that.",Neutral,Negative,{'hard'}
2518,Thanks for sharing that Nina. I think that is the first step. We need to start by evaluating. What is working well for you and what is not I like to understand what kind of feedback do you have for this engagement? How do you like working with your team members? How do you like working with this client? Are there any areas where you would like some support where I can help or I can find resources to provide mentorship for you. And also are there any responsibilities that we should be out and reduce your workload so that we can better support you in being effective on this engagement?,Neutral,Negative,{'not'}
2519,"Thanks. I'd really like to get your thoughts on what you think some of the problems have been. How do you feel situation has been going? And you know, what, do you think the root cause of the disconnect is between your feedback and the hours you've been working.",Neutral,Neutral,
2520,I'm really glad we're having this discussion and I'm very curious to get your thoughts on what you think has been going on and how you feel. The situation has been developing and then I'm curious how you what you think the cause of the disconnect between the hours you're working and the feedback you've been receiving is,Neutral,Neutral,
2521,I'm really glad we're having this discussion. I'm very curious to get your thoughts on the situation and how you feel. It's going I'm also curious what you think might be the disconnect between the the vacuum been receiving and the hours you've been working.,Neutral,Neutral,
2522,Thanks for bringing this up so that we can have this discussion. I'm very curious to get your thoughts on where the disconnect might be between the hours you're working and the fact that you've been receiving.,Neutral,Positive,{'up'}
2523,I can definitely understand the frustration there and your hard work is definitely noted with perhaps. There's some things we can look at in ways to home of your performance without you know stressing you out.,Neutral,Negative,{'hard'}
2524,"Hi, Nina, thank you for bringing this to my attention. I did want to ask you what what makes you think that you haven't been doing a good job. Are there certain things that we have pointed out to you or is it something that you've noticed on your end?",Neutral,Positive,"{'good', 'certain'}"
2525,"Hi, can you tell me about some things that you can do?",Neutral,Neutral,
2526,So do you feel that expectations are not clear or you don't have the support behind you to be able to to accomplish the the quality of work that we're looking for? What do you think is the most important area where you need the most support going forward?,Neutral,Negative,{'not'}
2527,"You know I can I can appreciate that and my question to you is you know, when you've sensed that we're not happy with with performance. Where do you think the there are there are there are areas of largest concern. You know, what if you've if you feel that you're not hitting the mark, where do you think you could have hit the mark better or what? Have you done to sort of seek out and understand where there's mrs. Might have occurred.",Neutral,Negative,{'not'}
2528,Nina can you tell me a little bit more about some of the strategies you've used to go about doing this work? Perhaps we can explore our situations where you may be struggling and how we can go about coming to a resolution and giving you the resources that you need help me understand what you've been going through so that we can come up with an appropriate solution.,Neutral,Positive,"{'giving', 'up'}"
2529,You need to be proactive. In making us aware of these challenges. I need you to work very hard on that. What can we do to help you with? That. What do you think you could have done differently? Let's work on this together.,Neutral,Negative,{'hard'}
2530,"When I was starting a new job can be difficult. I want to help you manage these challenges. First of all, how can I help in this situation? What can I do to support you better? And address your concerns. I would like to work with you on setting out a Improvement plan where we focus on specific deliverables and help coach you. To be more successful in your role.",Neutral,Positive,{'successful'}
2531,I'm sorry that you feel that we need to I know it's really tough when you're new. Can you tell me you know what your thoughts are about how you're performing? Are there some challenges that you're having that you haven't met before and so things are are taking a little more time. I'm just curious help me understand what's going on.,Neutral,Negative,{'sorry'}
2532,"Hi, Nina, I'm so glad we're having this conversation. I'm curious to hear your thoughts on the disconnect between your performance and the hours that you have been putting forth recently.",Neutral,Neutral,
2533,"Hi, Nina, thank you for your time today. I have noticed that you have worked been working many long hours and I'm putting in some some good effort recently on your work. However, I noticed that there's been a disconnect between your performance and your hours that you have been putting in fact, you like to discuss this a little bit more.",Neutral,Positive,{'good'}
2534,"Hi, Nina, thank you for your time today. I really appreciate it. And yes, I have noticed that you have put in so many long hours and not working extremely hard. So I'm curious. Is there anything going on at work or at home that you would like to discuss with me?",Neutral,Negative,"{'hard', 'not'}"
2535,I'm really happy you're bringing this up Nina. What do you think is the reason that there is a disconnect between the amount of work hours you're working and what the client is asking for money. Is there any do you think there's any miscommunication about the tasks perhaps,Neutral,Positive,"{'happy', 'up'}"
2536,Do you feel like there's a disconnect maybe between what the client is asking for and what you're delivering on I'm wondering if there's any kind of miscommunication that's resulting in a working a lot of hours and still not still not pleasing the client.,Neutral,Negative,{'not'}
2537,"Is there any disconnect between what the client is asking for and what you're delivering on? I wonder if there is a reason maybe that you're working so many hours, but still not a lie.",Neutral,Negative,{'not'}
2538,Do you feel like you're prioritizing the right tasks?,Neutral,Positive,{'right'}
2539,How was your time management? How are you spending your day? Are there gaps in your understanding that you think that you need more information on?,Neutral,Neutral,
2540,Thank you Nina for setting this up. So what do you think? What do you think?,Neutral,Positive,{'up'}
2541,"Thank you for reaching out and sorry that you feel confused at the first year when you joined e y and just want to ask you a few things like driving fine questions, particularly, how how do you feel the past engagement that you have been working out with the 15 and what are the particular points or places that you feel your confusion was derived from?",Neutral,Negative,"{'sorry', 'confused'}"
2542,Do you think there's any reason for this disconnect possibly? You not being up to speed on the UI audit methodology or maybe we could set up some additional meetings with the client so you could get to know them better.,Neutral,Negative,{'not'}
2543,I'm really glad we're having this conversation Nina. I'm curious to hear. What do you think caused this feedback? And also what is your perspective on the disconnection between your feedback and in ours you are working?,Neutral,Neutral,
2544,"Thanks, Nina. I'm really glad we're having this conversation. I'm curious to hear your perspective around this issue. And also I'm curious to see what is your perspective on this connection between your feedback and the hours you worked.",Neutral,Neutral,
2545,"Thanks, Nina. I'm really glad we're having this conversation. I want to hear your side of story about what's the underlying reason for your under performance package. I'm also curious to hear. What is your perspective on the disconnection between your feedback and the hours you are working.",Neutral,Neutral,
2546,"Thanks, Nina. I'm really glad we're having this conversation. I'm curious to hear your side of story about. What's a reason for your under-performance. I'm also curious to see what's the underlying reason for the disconnection between team expectation and your heart work.",Neutral,Neutral,
2547,"Thanks, Nina. I'm really glad we're having this conversation. I'm curious about what's the reason that is reflect on your under performer. And also I'm curious to hear your side of story about. What's the Ender? What's the under root cause of the disconnection between team expect a patient and your heart working.",Neutral,Neutral,
2548,Thanks Nina for reaching out. I'm glad we're having this conversation. I want to listen to your side of story about what do you feel about what's the issue and I'm how happy to help you figure out what is a disconnection between the hard work and the team's exact patience and a while were causing this issue.,Neutral,Negative,{'hard'}
2549,I'm glad we're having this conversation Nina. I'm curious to hear about your perspective about what caused the disconnection between the hours you're working on track team is because back Tatian.,Neutral,Neutral,
2550,"I understand your frustration, but I think more importantly we should find out. What's the discrepancy between the teams expectation and your goal?",Neutral,Neutral,
2551,"I'm so glad we're having this conversation. I'd love to be able to support you in moving forward. Can you tell me a little bit more about your perspective? You know, what do you think might be causing the disconnect between the hours put in and your feedback so far, how can I help?",Neutral,Positive,{'moving'}
2552,I'm so glad we're having this conversation. So let me ask you a little bit about what you think. So.,Neutral,Neutral,
2553,"I'm so glad that we're talking about this. It's really not about my happiness or the clients, but I'm here to support you. So, how can I help you? Get up to speed. What questions do you have? Is there anything that you think would be helpful at this point?",Neutral,Negative,{'not'}
2554,Nina thank you for your feedback. Can you tell me a little bit more about you mentioned working really hard? What are some of the areas that you've been working on? What are some of the areas that you may have had struggles with? I'd like to understand a little bit more about what you have been working on and you're working style in order to help to make some recommendations on how you could see better performance with the work being done.,Neutral,Negative,{'hard'}
2555,"I'm sorry to hear that. Why do you think that in the client or not happy is there something that we've said or expectations that have been set that are unclear? I guess I just want to be able to help you. So if you can help explain to me, what exactly is the struggle or dead why you feel like you don't know what to do. Maybe we're being too unclear. That'd be really helpful so I can help clarify for you.",Neutral,Negative,"{'sorry', 'not', 'dead'}"
2556,"Hi, Nina, thanks for being open to discussion. I believe we need to go deeper and understand why besides her hard work. The expectations are not being met. What are the challenges that are facing could you share your perspective on this?",Neutral,Negative,"{'hard', 'not'}"
2557,"Hi, Nina, thanks for being open for discussion. I think we really need to step back and understand why besides the hard-working the expectations are not being met. I'll be interested to hear your perspective. What are the challenges have been facing where the struggles so let me know what you think about it off.",Neutral,Negative,"{'hard', 'not'}"
2558,"Hi, Nina. Thanks for being open to a conversation. I think we should understand why besides our hard work. It delivers are not being met. Could you share what are the challenges they do have been facing?",Neutral,Negative,"{'hard', 'not'}"
2559,"Can you please provide more detail about what went well, and what did not work out for you you have mentioned that your life has Travers, so I want to know like maybe within the scope of the work how is getting reflected for you to work extra? And then you should need any support to just ensure that maybe you don't have to, you know work extra hours, but but rightly focus on on the on the correct area, so I just want to know the challenges you are facing so that I can help you in a better way. So thank you very much.",Neutral,Negative,{'not'}
2560,Hitting and thanks for checking. I just want to know what went to Bell and what did not work out for you mean sort of challenges. Are you facing you mentioned that you should have worked extra hours. So I want to know like how this like the extra hours is getting a negative impact on on your performance. Is it a type of work home is in scope of it is in in in your competency area. I just want to know more about more details so that I can know help you and direct you in in in a better way to to support you.,Neutral,Negative,"{'negative', 'mean', 'not'}"
2561,"Can you please tell me what went well and what did not work it out well for you, I just want to know more about what was the name means the challenges you are facing and so that I can help you better way.",Neutral,Negative,{'not'}
2562,Hitting thanks for checking. Just want to know what went well and what is not went well for you. You said that you have done the extra long hours and still things are not going. It's the work is within the scope just want to understand like maybe how the the work is getting reflected extra was for Europe. Is it the out of the scope for calling scope of work? So I just want to know more perspective about to know that what is working well for you and what was the the problem you are facing so that I can you know address in a positive way. Thank you very much.,Neutral,Negative,{'not'}
2563,Thanks for sharing that do you want to talk through maybe why you think that you're having some of these difficulties getting up to speed can be hard especially when you're near to the firm. So I just want to see if there's anything I can do to help you on my side. Do you know why you're facing these challenges? Have you faced these challenges on other engagements? Is this your first engagement with the firm? Is there something I can do to give you some support or are there other team members who maybe you met you may want to reach out to you?,Neutral,Negative,{'hard'}
2564,"Thanks for checking. Just want to know what went well, and what is not prevent. Well while discussion with the client. I need to know more about how the quality of the work was delivered to the client. Can you please provide the more insight so that I can I can help you? Just test like to ensure that maybe you feel comfortable and then wherever you need I can able to provide supports so you please can you please provide more detail about how things going and what did not work well for you as well. Thank you very much.",Neutral,Negative,{'not'}
2565,"Thanks, Nina. So let's unpack this a little bit. What do you think that you could do better?",Neutral,Neutral,
2566,Nina I totally understand and thank you so much for sharing. Why do you think you feel like you don't know what to do? Is there anything I can do to provide more clarity? What are the things that you've done and what are the things you think you can do moving forward to make the client more satisfied with your work?,Neutral,Positive,{'moving'}
2567,I'm glad we're having this conversation Nina. I'm curious to know what you think is causing the disconnect between the feedback you're receiving and the hours you're working with. What's your perspective on that?,Neutral,Neutral,
2568,"And I'm glad we're having this conversation. You know when I'm curious to get your perspective on maybe where you think the disconnect is, you know from expectations versus ours working. What do you think?",Neutral,Neutral,
2569,I'm glad we're having this conversation Nina. I'm curious to know what your perspective is on the situation. What do you think is causing the disconnect between the feedback you receiving and the hours that you're working.,Neutral,Neutral,
2570,What have you noticed?,Neutral,Neutral,
2571,"Nina have you been asking the right questions. Have you been going to your manager to ask you know for further guidance? Are you using your resources as far as you know anything online, you know a good suggestion would be if if you're stuck on something, you know rather than waiting come to me and ask for guidance instead of getting off instead of waiting till the end and then and then, you know finding out that the expectations were not met client deadlines were not met and things like that. So is there anything that you would suggest that you would you would like to do different?",Neutral,Negative,"{'stuck', 'not'}"
2572,I see. So what do you think is the disconnect between working long hours and getting the birth of feedback?,Neutral,Neutral,
2573,What seemed to be the stumbling blocks in your performance how has the client perceived your work off? Do you think that performance can be improved by working a little more smartly rather than harder?,Neutral,Neutral,
2574,Nina what do you think you might be able to do differently? Where do you feel like you're having challenges? And where can we help you?,Neutral,Neutral,
2575,"You know, we should take a look at where you've been putting your time and effort and make sure that it's going towards the right effort the right activities. What do you think could be the Gap causing the the the difference between how you effort your feel you're putting in and what the client and team is realizing.",Neutral,Positive,{'right'}
2576,"Let's spend some time looking at where you're focusing on your efforts and see if we can ensure that they're going towards the right direction and the right tasks and activities. It's good that you're putting in the hard work, but sometimes, you know just a little bit off of alignment can really ensure that the time and efforts being spent in the right ways.",Neutral,Negative,{'hard'}
2577,Nina what I'd like to understand is what's your perspective on the situation? I've I know what the client has has has responded to but I need to change from you understand what it is that that your your what can I do to help support you to understand the needs of the client.,Neutral,Neutral,
2578,Nina what I'd like to understand from you is walk me through what you've been doing just to understand what what about your approach has been and how isn't that how have you been how have you been attacking the work? What have you been doing to us sort of understand it so that we can have a 6 so I can understand better?,Neutral,Neutral,
2579,I'm glad we're having this conversation Nina. Thank you for taking the time for speaking with me on this topic. I like to understand what your perspective is on this situation. What do you think is the disconnect between the number of hours you're putting on this and still getting negative feedback on the quality of work that you're doing.,Neutral,Negative,{'negative'}
2580,"Well, Nina, what is your perspective on the situation? What do you think is keeping you from meeting the needs of those. Do you see all the horror work? Do you have a perspective on though you're putting in a lot of work your inability to move the deliverables?",Neutral,Positive,{'well'}
2581,"Well, Nina, you gotta get it together. This is not working out. Are you really cut out for this?",Neutral,Negative,{'not'}
2582,"Hi, Nina, thank you so much for that feedback. And I'm sorry that you're feeling that way. What is your perspective or your vision about what the project is tailing and basically how you feel the project should be done. What is your perspective of what is required of the project? And do you think that there is more time needed to complete this project or do you think this sufficient of time that is that you currently have is sufficient. I would like to definitely work with you to see how we can fix this going forward. We still do have time.",Neutral,Negative,{'sorry'}
2583,"hi, Nina, thank you so much for that feedback and",Neutral,Neutral,
2584,Sorry about you feeling that way Mina. What is your understanding of the project or rather off the requirements for this project?,Neutral,Negative,{'sorry'}
2585,Why do you think that things aren't going quite the way you would want them to?,Neutral,Neutral,
2586,"Thank you, Nina. What is your perspective on your performance? And why you feel that you are underperforming? Have you got any examples that you can make share with me and we can discuss?",Neutral,Neutral,
2587,Could you provide some examples of what you've been doing over the past few weeks to get up to speed have you may be spoken to some of the team members who have bought a previous experience and knowledge that they could share with you and when you say that the clients not happy or I'm not happy. Do you have any examples of interaction or direct feedback about this?,Neutral,Negative,{'not'}
2588,"Honey, no. Can you maybe give an overview of some of the things that you have been doing in the past few weeks to get up to speed and so when you say that the client or I'm not home. Do you have any examples that you can provide? Who is this something that you feel will receive?",Neutral,Negative,"{'not', 'no'}"
2589,"Thank you for acknowledging that. I know you have been working very hard and you feel we're not satisfied on our end, and on the client end what tasks? Have you been focusing on in the recent dates and what what types of things have you been doing to finalize your work?",Neutral,Negative,"{'hard', 'not'}"
2590,"Thanks, Nina. And I appreciate the long hours. You've been working. What's your perspective on the disconnect between the long hours you've been working and the performance package expectations from the client. Do you have any broader questions about the engagement seeing that you recently joined?",Neutral,Neutral,
2591,"Thanks, Nina. And I appreciate you putting in those long hours. I know you've been working hard. Do you have any thoughts on why the work products aren't meeting clients expectations. Do you have any outstanding questions on the engagement having recently joined?",Neutral,Negative,{'hard'}
2592,I understand how your feelings but I really want to try to understand what's there that you think you could be doing more of what what exactly do you feel like is missing and what exactly do you think it is that you're not receiving from us that you feel like you're underperforming?,Neutral,Negative,"{'missing', 'not'}"
2593,"Thinking for taking the time. It's difficult. What do you think?
",Neutral,Neutral,
2594,Thinking for taking the time. It's difficult.,Neutral,Neutral,
2595,Thank you for the feedback. What do you think is causing this disconnect?,Neutral,Neutral,
2596,"Hi, Nina, thank you for reaching out. I really am glad that we have this conversation. First of all. Can you let me know what you think? What happened was the reason for discrepancy between your feedback and your charge hours off so we can work on these two years and solve this issue.",Neutral,Neutral,
2597,"Honey, I'm glad we have this conversation. It will be really helpful. What do you think caused this discrepancy between your feedback and your hours and completed work and wait on this we can figure out what's happened in Iraq. It's all decision.",Neutral,Neutral,
2598,And sure I understand your concern and we can work together on this. So please help me to understand what happened last two weeks. What do you think happened regarding your performance and maybe you can provide some brakes of your completed work and we can work together and find a solution for this issue.,Neutral,Neutral,
2599,I'm happy we're having this conversation Nina. I'm curious to understand your perspective on the situation. What do you think is causing the disconnect between your performance and the long hours that you're putting in?,Neutral,Positive,{'happy'}
2600,"Oh, absolutely. I can understand the frustration there. What do you think has been holding you back from performing as well as you would hope to",Neutral,Positive,"{'absolutely', 'well'}"
2601,"Hi, Nina. Yeah, I totally understand where you're coming from and to be quite honest. It's not that I'm not happy. It's just we need to get you to speed closer to the other members of the month and since your new just want to make sure that you understand all of the details around the engagement and you have what you need. So do you feel like you're prepared or you feel like you're supported by myself and other team members in order to take those next steps?",Neutral,Negative,{'not'}
2602,"Nina so, where did you think you did better or worse? Can you help me understand where you can improve? Thank you.",Neutral,Neutral,
2603,Seeing testing testing testing.,Neutral,Neutral,
2604,"So the feedback Nina, what do you think is causing this?",Neutral,Neutral,
2605,"Hey, Nina, thank you. I'm glad we're talking about this. Thank you for sharing this with me. I'd like to hear your more of your perspective. Is there anything that we can do to make this a little bit clearer with the expectations? Let's try to understand what the disconnect is between the hours you're working and your performance.",Neutral,Neutral,
2606,Thank you for this Nina. Can you I understand and thank you for working so hard. Can you tell me a little more about what how we can make the expectations a little bit clearer?,Neutral,Negative,{'hard'}
2607,"Let us know if you need any additional details in terms of like if you don't have access to the client system, maybe we can help you on that or second thing. Like maybe you can do like you can make a list of all the tasks that you need to deliver in first 30 days of joining the project which will it will help you to understand your roles and duties package and the 13 like let us know if you have the latest project documents and the training material just in case if you need anything any assistance on that from our end.",Neutral,Neutral,
2608,Nina we're so glad you joined the team and we're just trying to help you raise your level of performance to match our expectation. So I'm really glad you brought this to my attention off when you think about how you've been performing and what you thought were was expected of you. Can you explain to me where you see there might be a disconnect?,Neutral,Neutral,
2609,Can you tell me a little bit more about how you feel that you have been working so hard and not contributing?,Neutral,Negative,"{'hard', 'not'}"
2610,"You know, you need to fucking try harder because that was pathetic.",Neutral,Neutral,
2611,Thank you for sharing that with me. I understand you're new to the firm and I remember what it was like when I was new and every thing is a challenge to figure out how long should be done in each client has different expectations. What do you think is preventing you from succeeding? What what are the types of things that you think you might want help?,Neutral,Neutral,
2612,"Well, thank you for your response Nina the client and I have noticed how hard you're working. We just want to get an understanding of what month it is it that you were doing to help yourself get prepared for these meetings so that we can help you.",Neutral,Negative,{'hard'}
2613,"Yes, Nina. So what are some of the things that you think you could do better to improve on your performance more specifically with the client long. Do you think there's certain things that you could? Change from your past performance in order to make it better or even on your performance for from a quality perspective. Are there any things you would change?",Neutral,Positive,"{'quality', 'yes', 'certain'}"
2614,"Thanks for sharing your thoughts with me Nina. What do you think might be behind some of this? It's obviously not due to a lack of effort. So, where do you think the differences lie?",Neutral,Negative,{'not'}
2615,So Nina help me understand where you think you had difficulty in the engagement and maybe we can work on those together. But I really need to hear from you first. What part most difficult and maybe where I can help you and others figure out how we can correct this. Please remember you're responsible for all your activities. So let's work on this together to get you off right and appropriate help.,Neutral,Positive,{'right'}
2616,"No, you've been putting in a lot of time. But what do we think we can do to get us all on the same page?",Neutral,Negative,{'no'}
2617,What makes you think that your underperforming? How can we fix this?,Neutral,Neutral,
2618,Can you tell me about the disconnect?,Neutral,Neutral,
2619,16 can you tell me about the disconnect?,Neutral,Neutral,
2620,So why do you think that you're performing under your expectations?,Neutral,Neutral,
2621,"I know you've been working very hard Nina and we have sure appreciate your efforts. There's a big learning curve to the role and you're being new to the firm has unique challenges. Let's talk more about how you approached this situation and how you might do it differently next time - and how we can set you up for Success. Tell me more about How things were approached and what went well and what didn't go so well. And we can use those insights to determine some next steps.
",Neutral,Negative,{'hard'}
2622,I know you've been working very hard Nina and we have sure appreciate your efforts. There's a big learning curve to the raw and you're being new to the firm has its own unique challenges. Let's talk more about how you approach this situation and how you might do it differently next time and how we can set you up for Success. Tell me more about How things were approached and what went well and what didn't go so well. And we can use those insights to determine some next steps.,Neutral,Negative,{'hard'}
2623,Let's talk more about what the situation is. and what's worked and not worked so well. Tell me more about How you approach the situation? And what specifics? You've gleaned about what's worked and what hasn't worked.,Neutral,Negative,{'not'}
2624,Thank you know what do you think is causing the disconnect?,Neutral,Neutral,
2625,Thanks for sharing. Nina. Tell me what do you think is going wrong?,Neutral,Neutral,
2626,Thank you for having this conversation with me Nina. I'd like to know more exactly about we're we're having a disconnect based on the hours that you're working so we can help you.,Neutral,Neutral,
2627,"Hi, Nina, tell me where exactly that you needed additional help and I think we can get you the help from the team members. We're here to work with you and support you.",Neutral,Neutral,
2628,"Hi, Nina, thanks for taking the time to meet with me, you know at the end of the day. It is your responsibility and does a senior you need to own that. What can we do to help resolve the issue the lack of understanding of the technical issues?",Neutral,Neutral,
2629,I don't know. What do you think?,Neutral,Neutral,
2630,I don't know.,Neutral,Neutral,
2631,"In this first scene, you'll be talking to Nina. Nina recently joined the firm as a senior since then. She's been working on your engagement. Your meetings to provide feedback on her work that discussion started and you just told me that she needs to get further up to speed. Nina is about to give you a response. This is about asking clarifying questions.",Neutral,Positive,{'up'}
2632,Sixteen now. I don't know enough about the situation. What do you think? I’m curious,Neutral,Positive,{'now'}
2633,Sixteen now. I don't know enough about the situation.,Neutral,Positive,{'now'}
2634,"I don't know enough you need to new performance.
I’m curious. What do you think?",Neutral,Neutral,
2635,"I don't know enough you need to new performance.
I’m curious.",Neutral,Neutral,
2636,"Hi, Nina, let's talk more about how things are going. What's been going? Well, and what hasn't been going. So well. I know you've been working very hard on this engagement putting in a lot of hours. For starters. Give me an assessment of how you think things have been going and where they've been falling short and let's see if we can work together to try to rectify the situation.",Neutral,Negative,{'hard'}
2637,"Well, Nina, let's talk a little bit about what has been going on what you've been doing. What's been going. Well what hasn't been going so well and determine whether we can take things from here for starters. How would you describe the situation and how things are going specifically?",Neutral,Positive,{'well'}
2638,"Hi, Nina. Thanks so much for being so open to the feedback. It's really helpful. Can you tell me a little bit about how you structured your work home and a little bit about? What some of the barriers are I would love to hear your perspective of how I can support you more so that you feel that you're getting more timely feedback that can really help to improve performance. Also, what questions do you have for me? And how can I best support you?",Neutral,Positive,{'open'}
2639,"Hi, Nina, and thanks so much for being so receptive to the feedback. That is really helpful. Can you tell me a little bit more about where you've been spending most of your energy and maybe how you organize your work?",Neutral,Neutral,
2640,Nina what do you think is going on? I'm curious to hear what you think is causing the disconnect between what you think is going on and the results you're seeing.,Neutral,Neutral,
2641,"Well, Nina, what do you think is really going on here?",Neutral,Positive,{'well'}
2642,I'm happy to sit down and speak with you about this. You've been doing definitely putting in a lot of time and we do see that you're putting in a lot of effort. But something seems to be falling short. Please explain to me give specific examples of your performance and how you think you've gone doing.,Neutral,Positive,{'happy'}
2643,Thanks for the feedback. Nina. Tell me what do you think's Happening Here?,Neutral,Neutral,
2644,I don't know enough you need to new performance.,Neutral,Neutral,
2645,Thank you for the update Nina. Please. Tell me where exactly you need help with. What are some of your concerns. I'd like to be able to help you and address some of the issues that you've encountered with your heavy workload. So can we start by going through all the issues? And so that way we can work on a plan together to give you some additional support?,Neutral,Neutral,
