questionType,asin,answerTime,unixTime,question,answer,answerType
open-ended,B008421OT2,"Feb 26, 2015",1424937600.0,Is there a difference between an AC or DC switch ?,"Yes, Max current allowed is typically much lower for dc compared to ac for a given switch.",
yes/no,B008421OT2,"Mar 10, 2015",1425970800.0,can these switches operarate two circuts that are independent of each other. I,"yes, but when one is on, the other would be off and vice-versa.",Y
open-ended,B008421OT2,"Mar 4, 2015",1425456000.0,"The posts are not marked negative and positive, why is this? why isn't there some kind of wiring diagram?","These are not simple on/off switches. Off is in the center position. Your hot wire goes to the center (normally), and output is wired to the outer posts, based on your configuration. Google Double-pole / Double-throw switch and you'll see dozens of wiring diagrams available. Using jumpers and how you configure the wiring, the possibilities are endless. Normal configuration is using center pin as HOT input, and outer pins as output to different devices. There is no ""ground"" or ""negative"", these simply break or re-route the hot-wire in your circuit.",
open-ended,B008421OT2,"Jan 23, 2015",1422000000.0,Just want to make sure that I get 5 switches for the price listed. Not that the single switch consists of 5 pcs. or something stupid. Thanks.,You get 5 switches,
yes/no,B008421OT2,"Jul 21, 2014",1405926000.0,Is this waterproof?,No,N
open-ended,B008421OT2,"Jun 27, 2014",1403852400.0,"Is this switch mom-off-mom or on-off-on? If the later, do you have one like this that requires you to hold down the toggle in order for it to be on?","this is on-off-on and as you switch the position, he hold by self",
open-ended,B008421OT2,"Apr 29, 2014",1398754800.0,The listing says DPDT but the pictures say SPST? Does the switch have 3 positions or only 2?,It has three ...,
open-ended,B008421OT2,"Mar 2, 2014",1393747200.0,what about 12VDC at say 10amps for a fan. fan rated at 80w but just for a safety measure go with 120w,Not a problem at all. You should be fine.,
yes/no,B008421OT2,"Jan 17, 2014",1389945600.0,Can I use this for 24V DC with &lt;3A?,"Yes 24V, 0~3A should be fine. My rule of thumb, for 24V or less, keeping the current below half the AC current is fine.",Y
open-ended,B008421OT2,"Aug 5, 2013",1375686000.0,is this a latching or momentary switch?,latching,
open-ended,B0084JFWNY,"Sep 8, 2014",1410159600.0,What is the minimum increment can it adjust the output voltage?,.01 volts and .01 amps,
open-ended,B0084JFWNY,"Nov 10, 2013",1384070400.0,Does it come with leads or a power cord?,Yes. It comes with 1 basic set of leads and a power cord.,
open-ended,B0084JFWNY,"Feb 2, 2015",1422864000.0,I got this power supply yesterday. After pressing main power switch 10 times it died. How can I fix the problem? Return unit back? Or ask for a switch,Mine had an intermittent Power cord connection. Try wiggling it or try a different PC power cord. The power cord connection pins are too short.,
open-ended,B0084JFWNY,"Nov 15, 2014",1416038400.0,What is the voltage range between the +/- ports? Is - tied to ground so you get 30V? Is this supply capable of +/-30V for a total off 60V?,"There is no negative (less than zero) voltage output capability. As the specs say 0 to 30 volts and 0 to 5 amps. The voltage that you set is regulated at that value until the current that you set is exceeded, then the constant current feature takes over and the voltage is reduced while maintaining your selected maximum current.",
open-ended,B0084JFWNY,"Nov 26, 2014",1416988800.0,"What is the maximum floating voltage allowed on the outputs? Or in other words, how many of these supplies are you allowed to connect in series?","The maximum rated voltage is 30 volt DC. If you are wanting to series connect the output of multiple supplies, the 30 volt 5 amp maximum output of each power supply does not change.",
yes/no,B0084JFWNY,9 days ago,,"Will this produce noise in AM / SW radios? I'm interested in purchasing this for use with several DC electronics, but mostly to power / charge radios.","this is not a wall brick power supply ! It is a very stable regulated constant current / constant voltage DC power supply. Without knowing the exact environment in which you plan to use it, I am confident that it will perform to your expectations ---- based on my experience using it as a plating power supply, and to run DC motors.",?
yes/no,B0084JFWNY,"Mar 16, 2014",1394953200.0,"The specs say that this does 220VAC input, can one of you please verify this? Needed for use on a European ship visiting the US.","Yep, it works at both voltages. You must switch it manually though; it isn't an auto-ranging supply. Just don't forget an IEC cable for the 220V sockets on the ship.",?
open-ended,B0084JFWNY,"Mar 6, 2015",1425628800.0,What is the difference between KA3005P and KA3005D?,"seems the P model has a USB plug, thats the only diff I know of",
open-ended,B0084JFWNY,"Feb 22, 2015",1424592000.0,"What revision is this power supply? there are 3 A, B and C being the C the one that fixed most of the issues the A had.",This is a question best posed to the seller. Current stock will determine the model revision being shipped.,
open-ended,B0084JFWNY,"Jul 5, 2014",1404543600.0,What is the lowest power setting on this unit?,"There is no ""power setting"" for this unit. By selecting output voltage and current settings from 0-30 volts and 0-5 amps the output is variable within those ranges.",
yes/no,B0084UASJQ,"Sep 25, 2014",1411628400.0,Can these be used to mount kitchen knives to a metal board that is mounted on my wall?,They should work if the knives are not stainless steel. High grade stainless steel is not very magnetic; however regular steel will work and low nickel stainless steel may work. You can test the magnetic affinity with any magnet.,?
open-ended,B0084UASJQ,"Apr 30, 2015",1430377200.0,what is the easiest way of separating the stack without shattering/breaking the magnets?,"Yes, they are ""crazy"" strong!! The best way to do it, is to hold them next to a sharp edged counter. Then push the top one off onto the counter and push it away. Only do One at a time, and only have a couple on the counter at a time... So don't sling back together. I found this by googling the question... I think there was actually a video on YouTube.",
open-ended,B0084UASJQ,"Mar 30, 2015",1427698800.0,Does the magnet pull from both sides? I would like to have one side stick onto a nail inside the wall and the other side a set of keys. Will it work?,"Yes, I tested this out and it would work!",
open-ended,B0084UASJQ,"Feb 14, 2015",1423900800.0,"How much do 80 of these cost? 10 Neodymium Magnets 1/2 x 1/8 inch Disc N48. I want to hang 20 30"" x 20"" photographic prints along a gallery wall.","Hi, These are sold as sets of 10 pieces, so if you need 80 pieces then 8 sets would be the right amount to purchase. The cost would be 8x the listed price.",
open-ended,B0084UASJQ,"May 29, 2014",1401346800.0,I'm planning on using them to fix a paper number to my racing jersey making it easier to affix than the standard safety pin technique.,"You can, but it won't look so good with the magnet sticking out on the front side. These ones are strong by the way so best to keep metal away from your jersey if you manage it.",
open-ended,B0084UASJQ,"Apr 5, 2014",1396681200.0,I have a reborn doll can these be used to make Magnetic pacifiers for the dolls??,"I'm not sure how to answer your question, knowing nothing about dolls. However, a look at some of the other questions/answers about this product say it takes about 6 pounds of force to separate two of them. I had to put the magnet stack on the edge of my desk and slide them down and off one at a time to separate them. The magnets have about a 1/2"" diameter. Hopefully these are useful thoughts for you.",
open-ended,B0084UASJQ,"May 28, 2013",1369724400.0,"Good evening, thank you please confirm if the offer are 10 magnet published value or the value is for each magnet?","the price is for a set of 10 magnets, you will receive 10 magnets (a set) for the price listed.",
open-ended,B0084UASJQ,"Feb 5, 2015",1423123200.0,What is the gauss rating on the magnets?,"It is at least 13,800 gauss. Much higher than needed for magnetic therapies.",
open-ended,B0084UASJQ,"Mar 13, 2015",1426230000.0,"Do you know if these are strong enough to hold a 4"" potted plant up in a reptile enclosure with another one on the other side of the glass? Thank you.","Nobody can answer your question with only the information you provided. We need to know three things: 1. The weight of the object being held. 2. The thickness of the glass plus anything else held between the magnets. 3. The configuration of the magnets (side or top of tank etc.) Assuming top mount, and the glass is 1/8th inch thick with no additional material separating the magnets you can hold about 1.5lb (Probably less). I figured this using the calculator at https://www.kjmagnetics.com/calculator.asp",
open-ended,B0084UASJQ,"Jan 21, 2014",1390291200.0,"Pull Force 6lbs? Would 4 hold a 10lb item in a vertical position without sliding? Prodyne M-912 Stainless Steel Spice Rack, 12-Bottle","Each will hold 6 lb in ideal condition. if you space them out you should be able to hold about 20lb with 4. In vertical position, it depends on the fiction from the surface. it typically need much less force to hold 10Lb. Hope this helps.",
yes/no,B0084XBZ90,"Apr 23, 2015",1429772400.0,Does it really weigh over 23 pounds?,I just weighed it. It was 21 pounds.,?
open-ended,B0084XBZ90,"Apr 17, 2015",1429254000.0,Where is this unit manufactured?,"I am not sure but it looks as though it is a division of Electrolux and headquartered in Charlotte, NC.",
open-ended,B0084XBZ90,"Mar 28, 2015",1427526000.0,How many settings? Is it appropriate for wood floor?,The Vacuum has seven setting. I would only use it for carpet sweeping.,
open-ended,B0084XBZ90,"Jan 6, 2015",1420531200.0,How long is the hose? and is it easy to use ?,"Stretched out, I think its about 10 feet long. And its very easy to use. We use this to clean our church, and getting up under the pews is a breeze.",
yes/no,B0084XBZ90,"Jul 2, 2014",1404284400.0,Does this vacuum drop flat for cleaning under furniture?,Yes it does you have to hit the release a second time for it to lay all the way down. Love this vacuum. It works great.,Y
yes/no,B0084XBZ90,"May 28, 2014",1401260400.0,Does this vacuum come with attachments?,"Just three as I can recall. The hose, a wand and a crevice device, but they were sufficient for us. Works beautifully.",?
yes/no,B0084XBZ90,"Apr 21, 2014",1398063600.0,Can I use this on hardwood floors?,yes. it has a hard surface setting,Y
yes/no,B0084XBZ90,"Aug 17, 2014",1408258800.0,Is there a light on this model? Specs say there is but looking at the machine I don't see where it could be.,Yes this vaccum is bery ligth .on work a good.,Y
open-ended,B008562GD0,"Sep 29, 2014",1411974000.0,"What is the accuracy of the unit, please? +/- ?% Thx in advance for clarifying!",When I compare Brix reading with Refractometer vs a Hydrometer they are within 1 degree of Brix.,
yes/no,B008562GD0,"May 8, 2014",1399532400.0,Could this be used for Kumbacha sugar monitoring?,"I could very easily. Measure when you first make the broth then measure again when you feel that the process is supposed to be complete. It measures in % of alcohol and specific gravity, and may be on another scale. I have not played with mine as yet.",?
yes/no,B008562GD0,"Dec 18, 2014",1418889600.0,Will this work well for measuring water content of honey?,"The device has a limited range - max. 30% sugar in solution. Since honey is +/- 70% sugars, you would have to perform controlled dilutions to bring your solution into the instrumental range. Unless done very exactly, the results would quickly become meaningless. I see that Brushy Mountain sells a refractometer with a range up to 90% for about $80 (on Amazon). That has to be both easier and more accurate.",?
yes/no,B008562GD0,"Nov 17, 2014",1416211200.0,Will this work on dairy cattle colostrum to determine level of immunoglobulins?,No,N
yes/no,B008562GD0,"Oct 5, 2014",1412492400.0,does this work for reef keeping??,"No, use a Salinity Refractometer.",N
yes/no,B008562GD0,"Jul 30, 2014",1406703600.0,Can I use this to measure the ABV of a distilled spirit 30 - 70% ABV?,"No, you need a 0-80 refractometer at the link below http://www.amazon.com/0-80%25-Refractometer-Syrup-Sauces-Concentrates/dp/B00DOGUCOG/ref=sr_1_1?ie=UTF8&qid=1406761261&sr=8-1&keywords=0-80+brix+refractometer",N
open-ended,B008562GD0,"Jun 23, 2014",1403506800.0,"What increments does the scale use--1%, 5%? Thanks.",It has 1% increments.,
open-ended,B008562GD0,"Mar 23, 2014",1395558000.0,where is it made?,Not sure... Box sticker says Ade Advanced Optics...,
yes/no,B0085FOH5G,"Sep 30, 2013",1380524400.0,does it fit a 4 door 2002 accord?,Fitment : 98-02 Honda Accord 2DR models only,?
open-ended,B0085FOH5G,"Mar 31, 2014",1396249200.0,how will the Hid blue lights reflect through them?,Not sure. I'm using regular bulbs. Nice lights though. I didn't use the eye lids or the grill. The grill looks nice as well but I didn't install it.,
yes/no,B0085FOH5G,"Dec 28, 2013",1388217600.0,would these work on a 4 door 2002 honda,They should,?
open-ended,B0085W96U0,"Jan 28, 2014",1390896000.0,What is the outside diameter of the eyedropper? Will it fit inside of a standard drinking straw?,The tip of they eye dropper will fit in a straw. The rest of the eye dropper will not. I don't know the diameter but it is as thick as a straw. It comes to a smaller point where the liquid comes out. Hope that helped.,
yes/no,B0085W96U0,"Jun 26, 2014",1403766000.0,Does anyone else have the problem of the dropper and screw cap not staying together?,NO.. Make sure the dropper is pulled into the lid correctly. Pull the glass tube out of the rubber dropper.then make sure the rubber part is in the lid correctly fitting good. then put the glass dropper tube back up into the rubber Part. They fit real snug.. I love these droppers...,?
yes/no,B0085W96U0,"Mar 12, 2015",1426143600.0,are these made in the usa?,No,N
open-ended,B0085W96U0,"Nov 17, 2014",1416211200.0,What volume of liquid does the dropper hold? (I know the vial holds 15 ml but how much is a full squeeze of the dropper?),Just tested it--about 17-20 drops.,
open-ended,B0085W96U0,"Apr 2, 2014",1396422000.0,What are the dimensions measured from top of eyedropper to bottom of bottle and the diameter of the bottle?,"4"" tall - 3.25 round",
yes/no,B0085W96U0,"Mar 3, 2015",1425369600.0,Do these dropper caps fit the Doterra 15ml bottles?,"The dropper caps fit, there may be an issue with the bulb or the thread on the cap itself, but I would not consider buying these, they are poor quality.",?
yes/no,B0085W96U0,"Feb 9, 2015",1423468800.0,Will these work with the Young Living AromaGlide Fitments?,"I don't know what that is but I bought 2 cases of these and I can tell you that everyone of them leaked no matter how tight you screw on the dropper cap. They leaked even sitting on my shelf pic them up and there would be a puddle and the bottle would be wet. Don't know how, I guess from the vacuum.",?
open-ended,B0085W96U0,"Jan 17, 2015",1421481600.0,What country makes these?,The company is based in Michigan.,
open-ended,B0085W96U0,"Jan 5, 2015",1420444800.0,what is the diameter of the inside of the mouth of the bottle?,"between 3/8 & 7/16""",
yes/no,B0085W96U0,"Dec 21, 2014",1419148800.0,Will metal roller ball tops fit this bottle?,"No, I have Plant Therapy roller balls and they are too loose.",N
yes/no,B008600U1K,"Jul 4, 2013",1372921200.0,is this unit good for wood working shop,"I use it in my shop but it's not really adequate for use as a dust collection unit. It has plenty of suction but doesn't provide enough cubic feet per minute (CFM) of air flow to really be efficient. In short, it's usable but less than ideal. However, if you're just looking for something to clean up with it's outstanding. I've been thrilled with mine and would totally recommend it over a shop vac. It's much quieter than a shop vac, provides more suction, has HEPA bags, and the hose is much more user friendlier.",?
open-ended,B008600U1K,"May 13, 2014",1399964400.0,what is the powercord length?,"Mine measures 5'5"".",
open-ended,B008600U1K,"Dec 1, 2014",1417420800.0,Hello! Where is the on/off switch located - on the unit itself or the hose?,On the canister at the bottom on the right hand side of the hose inlet.,
yes/no,B008600U1K,"Apr 23, 2015",1429772400.0,Do larger pieces of debris get stuck in the hose frequently? I mean Goldfish crackers and other things kids tend to drop.,It has a pretty powerful motor and I've not had too many things get stuck in the long 50' hose. It should not have a problem with something the size of goldfish crackers.,Y
open-ended,B008600U1K,"Mar 23, 2015",1427094000.0,What is the difference between the PRO and VacuMaid GV50..?,"It has been awhile since I bought the PRO (2 yrs), and therefore compared the two models, but if my memory serves me correctly, the PRO is a bit more powerful and therefore allows for a longer hose. You should double check my statement just be sure. Hope this helps.",
open-ended,B008600U1K,"Jan 14, 2015",1421222400.0,Are there shorter hoses available? Like a 30-ft? If so how much.,"We sell the GV30PRO which is the same vacuum and tools as the GV50PRO, but it has a 30 foot hose. The price is $269.00",
open-ended,B008600U1K,"Nov 12, 2014",1415779200.0,"This plugs into a regular 110 wall outliet correct? I thought 12 amps was max without going 220v? Is that ""max"" rating just for marketing?","Yes, we plugged into a regular wall outlet -110V.",
open-ended,B008600U1K,"Sep 13, 2014",1410591600.0,Must you use the hepa filter bag? Can you use a cheaper bag with this vacumn?,"Traveling at present. The bag is very nice, including a tape tab to seal in dust when changing bags. The vacuum has no other filter, no cartridge or foam ring, so I would hesitate to use lesser bag.",
open-ended,B008600U1K,"Aug 19, 2014",1408431600.0,What is the horse power of the vacume?,Not sure that the motor is measured in horsepower. I will tell you that it is the most powerful shop-vac that I have ever owned. I have a 50 foot hose on it and I think I can add another 30 and it would still pick up very well. I will be buying another one when I finish my basement shop. It is one of the best tool purchases I've ever made. I wouldn't waste too much time thinking about it. I hope this helps.,
yes/no,B008600U1K,"Aug 16, 2014",1408172400.0,I am thinking of purchasing this for my home cleaning. Is it possible to exhaust the vac to the outside?,"You would need an extra length of hose to route the exhaust outside. This is an excellent and strong vacuum but is dry only, just so your aware of that and also uses bags. There are models that are wet/dry with no bag but the filter is very expensive to replace.",N
open-ended,B0085ZZY5S,"Apr 14, 2014",1397458800.0,"can I order a red or blue tank for the vacuMaid GV30PRO? You only show gun metal for the 30 foot model PRO. Why is the hose only 1 1/4"" diameter? Small because of 30' run?","You can order the GV30Pro by keying in GV30RPRO for Red or GV30BPRO for Blue. The 1 1/4"" hose is standard with the Garage Vac because of the size of the suction port and the size of the opening on the Hepa bag.",
yes/no,B0085ZZY5S,"Jan 27, 2015",1422345600.0,is the wall mount bracket for the main unit itself included?,"Yes, everything you need to mount and start using is included. I really like mine..",?
yes/no,B0085ZZY5S,"Dec 24, 2014",1419408000.0,I have a 15 amp circuit to my workshop. Will this PRO model trip the breaker with the lights and stereo on?,I have lights on + this pro model vacumaid but no stereo (either way I don't think it would trip it if I did have the stereo) and the breaker never trips...,?
yes/no,B0085ZZY5S,"Sep 25, 2014",1411628400.0,Does the new vacuum come with any bags?,Yes it had 1..,Y
open-ended,B0085ZZY5S,"Jul 24, 2014",1406185200.0,Can you turn the vacuum on and off via the hose? or do you have to walk back to the can and turn it off?,Must do it from the can,
yes/no,B0085ZZY5S,"Apr 10, 2014",1397113200.0,will gv30pro have more suction (having a shorter hose) than gv50pro?,I would say no,?
yes/no,B0085ZZY5S,"Feb 26, 2014",1393401600.0,Is this vacuum able to suck up water? It doesn't say anywhere that it can't...but it also doesn't say it can.,Hi there - No it can not. It's clearly stated that it is NOT to be used for water in the Instruction Guide. Hope that helps. : ),?
open-ended,B0085ZZY5S,"Feb 6, 2014",1391673600.0,as a handyman could I shorten the hose if I wanted to? Where could I see a closeup picture of the vacuume bag?,The hose can easily be shortened simply by removing the curved wand from one end and you can cut the hose to your desired length with a utility knife. Reattach the curved wand to the end you would like to use. The bags are also available for purchase on Amazon.com part number HPB2HPK.,
open-ended,B0085ZZY5S,"Jan 22, 2014",1390377600.0,What is the quality of the HEPA bag? Does is filter out really fine particles? Micron rating?,"Vacu-Maid 5-layer HEPA style filtration bags. These HEPA filtration quality provide optimal filtration of fine particles such as dust, pollen, pet dander, and mold spores. These 7 gallon bags retain debris at 99.98% efficiency and are ideal for households with allergy suffers.",
yes/no,B00866CNV4,"Sep 12, 2013",1378969200.0,I bought this pump to empty water from 5 gallon buckets. I don't think I'm using it correctly. Am I supposed to adjust the nossel on top?,I just put it in bucket a NS squeezed red portion and pumped it out. It can siphon if there is a difference in levels.,Y
yes/no,B00866CNV4,"Oct 30, 2014",1414652400.0,"The description mentions oil and lubricants, but not specifically gasoline. Will this work with gasoline (on a snow blower and lawn mower)?","Mine has not held up very well just using it to take water out of a birdbath. Personally I wouldn't use it for any oil, lubricants or gas. Years ago I had one that looked the same that was used for kerosene but it was much better quality and it worked great. This one is pretty flimsy.",?
yes/no,B00866CNV4,"Aug 26, 2014",1409036400.0,can it pump latex paint ?,Seriously doubt it. I tried to use it to pump car wash liquid soap and it would do it but barely.,?
yes/no,B00866CNV4,"Jun 23, 2014",1403506800.0,is this ok for olive oil?,I use mine for gas so i would think it would be all right for oil,?
yes/no,B00866CNV4,"May 29, 2014",1401346800.0,I have a bucket of laundry detergent that I need a pump for. do you think it will work for that?,Yeah it should work for that,Y
yes/no,B00866CNV4,"Mar 19, 2014",1395212400.0,Can this be used safely for dispensing potable water?,"I am not sure, it seems like it would be fine though.",?
yes/no,B00866CNV4,"Mar 9, 2014",1394352000.0,Can I use this for wine making,If the wine fluids are compatible with Polyethylene I myself can't see why it won't work ok.,Y
open-ended,B00866CNV4,"May 27, 2014",1401174000.0,"Anybody know if the squeeze bulbs can be purchased separately? I love the pump, but over the years of use the bulb splits at the seem..","I can't find them anywhere, but for $3.00, you can get a whole new pump.",
yes/no,B00866QSLK,"Jul 29, 2014",1406617200.0,We have installed a penny floor in our game room and office and are looking to seal it. Would this product work for this purpose?,"Yes it sure would. We have used it to seal pennies to a bathroom floor and had no issues. Check out our website as well for pictures, and call if you need anything. You need to buy enough epoxy to do a thin seal coat to fill in the gaps between the pennies and then a flood coat to go over them to have a smooth seamless surface. You should estimate to double the about of your coverage. If you know your square footage I will be able to help you more with figuring out how much epoxy you will need.",Y
open-ended,B00866QSLK,"Jan 11, 2015",1420963200.0,how thick is this when you use it? i used the stuff called pour on and it was good and thick for my wood plauqes.,It's about like honey. Nice and clear and thick.,
open-ended,B00866QSLK,"Sep 1, 2014",1409554800.0,Can I use Minwax Polyurethane to seal the wood first? I am building a 5 x 7 dining table out of 2 x 6 Doug Fir?,Yes you can. Please let us know if you have any further questions. Anneliese countertopepoxy.com 970-639-9338,
yes/no,B00866QSLK,"Sep 28, 2014",1411887600.0,I have painted a bar top with Rustoleum Hammered Copper oil base paint. Will a pour of this epoxy work over the paint? Need depth and protection.,Yes......It is amazing!!!!!! I love the coating....It shines so flawless....a thick coating with depth..... awesome!!!!! Make sure you mix it with a stick by hand.....not a paint mixer.....too many air bubbles......be sure to buy a Wagner heat gun.....pour it on the surface.....spread it with a plastic drywall knife......then use the heat gun to go over the surface.....air bubbles dissapear......it leaves a remarkable surface.....I am super happy with it,?
yes/no,B00866QSLK,"Mar 19, 2014",1395212400.0,"Can this be poured over Rust-Oleum 7992830 Stone Creations Spray, Gray Stone, 12-Ounce spray paint?",It would definitely be better to sand it off first. Your taking a big chance of the product delaminating from the spray paint. As far as the textured spray paint that would give you the best chance but I do epoxy floors for a living and have seen it come off of spray paint.,?
yes/no,B00866QSLK,"Nov 4, 2014",1415088000.0,The description claims this epoxy is good for 500 degrees F. I find that hard to believe since it is a epoxy base product. Has anyone had experienc,We covered our counters with this then (about three weeks later) my wife put down a pot straight out of the oven (425 degrees). It did not cause any damage to the counter. We had used another product from a box store on our first house. It was warped by a hot pressure cooker. This one stands up to its reputation as far as I am concerned,?
yes/no,B00866QSLK,"Apr 8, 2015",1428476400.0,I heard that it would be more scratch resistant of you pour layer of just hardenr on top at the end.. Is this true?,I wouldnT THINK So.....it is 2 parts....pretty sure they activate each otheR,?
yes/no,B00866QSLK,"Apr 2, 2015",1427958000.0,Can this product be used to seal a joint in concrete in my basement?,"I have seen it used in a crack in a cement floor where I work, it's been in there over a year and it hasn't moved.",Y
yes/no,B00866QSLK,"Mar 31, 2015",1427785200.0,"I want to do a countertop with seaglass inbedded in the epoxy, would this product work in about an 1"" thick custom frame?",Yes it would work well and we have done this. It is best when doing this to pour about 1/4 inch at a time and spray the surface with denatured or 91% rubbing alcohol to burst any air bubbles.,Y
yes/no,B0087AQ1A8,"Aug 25, 2013",1377414000.0,Is this tall enough for a vessel sink?,Doubtful but it would really depend upon the depth of the vessel sink. Some vessel sinks are partially sunk into the countertop. This is a beautiful piece of sink hardware. Are you totally sure you want a vessel sink? look at Signature hardware for the shallow natural stone sinks that are hollowed out large river rocks etc. The trend toward vessel sinks is pretty much over as a design statement.,Y
yes/no,B0087AQ1A8,"Jul 8, 2013",1373266800.0,Does this faucet come with the valve?,yes it comes with valves. They are gorgeous in person!!,Y
yes/no,B0087AQ1A8,"Jul 8, 2013",1373266800.0,does this faucet come with the pop up drain?,"Yeah, it's all included.",?
yes/no,B0087AQ1A8,"Nov 6, 2012",1352188800.0,Does this faucet come with a plate?,"Yes, it does.",Y
yes/no,B0087APZTG,"Sep 15, 2014",1410764400.0,Can you use this without the sink drain plug handle? such as if I choose to use a separate hand plug and not require the handle attachment configurati,"Yes. My plumber installed it for me. I had bought an Ikea sink and cabinet combo, and the included drain with the Moen didn't fit, so we used the one that came with the sink instead.",Y
open-ended,B0087APZTG,"Feb 22, 2014",1393056000.0,What about the drain for the sink? Do you buy that separately?,The drain is included.,
open-ended,B0087APZTG,"Feb 21, 2014",1392969600.0,"I would like to purchase a matching Moen soap dispenser, but not sure what finish (stainless? classic stainless?) would match satin nickel? Can anyone help?",Only Satin Nickel will match Satin Nickel.it's a warmer tone than stainless as the metal content is markedly different. I would be fairly certain that Moen makes a soap dispenser in this very popular finish. (built-in or free standing?),
open-ended,B0087APZTG,"Jun 27, 2013",1372316400.0,is there anything else that i need to order? valve? pop up for sink?,I'm not an expert but it came in a big box with many parts the description should tell you what it comes with. I don't recall my plumber buying anything extra. I love the faucet as its height allows you to wash your face and hands easily,
yes/no,B0087EHNQK,"May 21, 2014",1400655600.0,Can I wire these in series to help run a motor 120v 50 amps for 30 sec. ac,no I dont believe it will handle the current it is rated for 15?amp max at most,N
yes/no,B0087EHNQK,"Dec 8, 2014",1418025600.0,Will this work on a kenmore chest freezer model 253 9100180,"It should, hard starts are pretty universal by design. You may want to match the rated horse power or wattage to your compressor. Wayne Ritewayappliance.com",?
yes/no,B0087EHNQK,"Jun 24, 2013",1372057200.0,will this work for maytag skybox #modeelmbv1976aap/?,It worked to start the compressor yes but mine still don't get cool,?
open-ended,B0087EHNQK,20 days ago,,"What is the difference between a ""hard start kit"" and ""start kit"" (ex. RCO410)?",No difference,
yes/no,B0087EHNQK,"Apr 5, 2015",1428217200.0,Can this replace 378-454mfd/ 165 volts for 1/3 hp compressor,"Hi , this relay is designed for 1/4 and 1/3 compressors. The MFD IS lower at 280 -330 MFD",?
yes/no,B0087EHNQK,"Sep 30, 2014",1412060400.0,will this work on my Uline ice maker with a Danfoss TTY5F compressor,i would check web site all this does is take place of start relay,?
open-ended,B0087EHNQK,"Sep 29, 2014",1411974000.0,"i need order 10 or 20 of these hard start kit at a time, please let me know lowest possible for lot of 10 or 20 shipped. thanks",24 lot 6.95,
yes/no,B0087EHNQK,"Sep 20, 2014",1411196400.0,"I have a frigid air chest freezer, model GLFC1326FW1, can i use this to replace relay(white box) and capacitor (black box) ? pls help. thanks",It should start it ok but beeee carefullllll that you match it to compressor hp size. To big of a hard start could burn up your control board like I did.,?
open-ended,B0087EHNQK,"Sep 1, 2014",1409554800.0,i have a general electric upright deep freeze 20 yrs old i need a hard start kit for all the data plate tells me is 5.0 amp 100v 50hz 115v 60hz,You will need a hard start that fits 1/12 to 1/5 compressors .,
open-ended,B0087EHNQK,"Aug 3, 2014",1407049200.0,need to know what size hard start for 18 cu.ft. fridge/freezer pls.?,Rco410 will work fine,
open-ended,B0087LOWIA,"Jul 17, 2013",1374044400.0,How do you recalibrate it? distilled water?,"You can purchase some calibration solution at almost any gardening/hydroponics shop. The solution is a perfect 4.0. You put a little in a cup (about an inch) and place the tester in there, in the on position. If you don't read 4.0, you can turn that little screw in the back until you do. Thats it. Calibrated.",
yes/no,B0087LOWIA,"Mar 29, 2015",1427612400.0,Do you ship to Per&uacute;?,"yes, we could",Y
open-ended,B0087LOWIA,"Apr 21, 2014",1398063600.0,"Does this meter come with calibration solution, or where can i buy some?",no solution comes with it but amazon has it in 4 7 and 10 the one i got was right on and hasten drifted in 6 weeks just look up ph buffer of calibration solution and a number of them come up hope this helps,
yes/no,B0087LOWIA,"Aug 12, 2013",1376290800.0,has anyone used this for home canning?,Haven't used for home canning but I don't see why it wouldn't work. You have to be careful not to dip the tip too far into liquid (past the black cover) because the device is not waterproof. You also need to buy some calibration fluid to get accurate results. I bought ph4 and ph7 calibration packets to calibrate. They cost about a dollar a piece. This is not a bad tester considering the price. I have been using mine for a saltwater aquarium for a few months and it has worked well.,?
open-ended,B0087O6S2A,"Jan 27, 2014",1390809600.0,my unit is still rapidly turning on and off ruining my heat pad it wont reach the temp of 95 i set it at and dosnt matter what the temp is at it still does the exact same thing.... please help!!! my snake is very cold,"I used mine in controlling an electric heating element for a smoker. What I found was that if you set the control type to Solid State Relay, it cycles way too much. If you switch the output to Relay, rather than SSR, then it will not cycle as fast because it will assume that it has to let the relay settle some before actuating it again. For mine, that meant that it would stay active for a minimum of about 3-4 seconds before turning off. This stabilized my electric heating element so much more. After that, I was able to get the Auto Tune to tune very well using full PID. So, you don't really need to turn off the proportional part, you just have to slow it down some and that will still give you some good results, at least, better than ON-OFF control.",
open-ended,B0087O6S2A,"Aug 29, 2014",1409295600.0,Want to use this for 3D printer can you use a NTC 100K thermistor for temp probe,"I don't think so... the Controller I received was a MYPIN TD4 which has the same basic Thermocouple/RTD inputs, which are all mostly linearly related to temperature. A NTC 100K sensor has a more complicated, non-linear relationship to temperature that would be harder to process. From looking inside, I think these controllers just multiply the sensor signal by a constant to convert it to temperature. Google up ""mypin TA4"" to find some information and manuals for the controller. A small type K thermocouple works fine---Search amazon for a ""type k thermocouple"" and find one with a small un-cased bead on the end if you want to go that route.",
yes/no,B0087O6S2A,"Mar 23, 2015",1427094000.0,"Will this Automatically switch between Heating and Cooling outputs,like the STC-1000, according to temp. rise or drop below setpoint?","Sorry, it could not switch between Heating and Cooling outputs automatically but manually.",?
